scheme_code,as_on_date,sector,holding_perc,market_value
120764,2025-04,Govt-Sec,18.06,51.65
120764,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,9.35,26.75
120764,2025-04,Health Care,7.44,21.27
120764,2025-04,Infrastructure,7.08,20.25
120764,2025-04,Diversified Metals & Mining,7.01,20.06
120764,2025-04,Chemicals,6.99,20.0
120764,2025-04,Diversified,6.68,19.11
120764,2025-04,Consumer Staples,3.52,10.06
120764,2025-04,Banks,3.5,10.02
120764,2025-04,Others,3.19,9.12
120764,2025-04,Alternative Investment Fund,0.44,1.25
153213,2025-04,Pharmaceuticals,22.09,1.88
153213,2025-04,Internet and Technology,11.66,0.99
153213,2025-04,Automobiles,11.34,0.96
153213,2025-04,Banks,6.9,0.59
153213,2025-04,Cement,6.76,0.58
153213,2025-04,Telecom,5.13,0.44
153213,2025-04,Chemicals,3.95,0.34
153213,2025-04,Beverages,3.92,0.33
153213,2025-04,Retail,3.75,0.32
153213,2025-04,Diversified FMCG,3.52,0.3
153213,2025-04,Health Care,3.48,0.3
153213,2025-04,Insurance,3.37,0.29
153213,2025-04,Consumer Durables,3.15,0.27
153213,2025-04,Personal Products,3.1,0.26
153213,2025-04,Electric Equipment,2.85,0.24
153213,2025-04,Retailing,2.69,0.23
153213,2025-04,Industrial Products,2.53,0.22
153213,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,-0.19,-0.02
146407,2025-04,Banks,23.9,252.97
146407,2025-04,Internet and Technology,9.29,98.39
146407,2025-04,Automobiles,5.94,62.9
146407,2025-04,Petroleum Products,5.88,62.14
146407,2025-04,Finance,4.8,50.78
146407,2025-04,Retailing,4.58,48.54
146407,2025-04,Power,3.22,34.07
146407,2025-04,Pharmaceuticals,3.19,33.76
146407,2025-04,Industrial Products,3.15,33.33
146407,2025-04,Consumer Durables,3.11,32.87
146407,2025-04,Telecom,2.95,31.19
146407,2025-04,Leisure Products,2.82,29.83
146407,2025-04,Textiles,2.56,27.05
146407,2025-04,Electric Equipment,2.53,26.79
146407,2025-04,Construction,2.42,25.64
146407,2025-04,Cement,1.92,20.32
146407,2025-04,Non Ferrous Metals,1.71,18.11
146407,2025-04,Health Care,1.7,17.95
146407,2025-04,Beverages,1.6,16.97
146407,2025-04,Fertilizers,1.59,16.84
146407,2025-04,Insurance,1.54,16.31
146407,2025-04,Personal Products,1.45,15.34
146407,2025-04,Entertainment,1.42,15.04
146407,2025-04,Gas,1.34,14.18
146407,2025-04,Diversified Metals & Mining,1.15,12.16
146407,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.04,10.97
146407,2025-04,Retail,0.99,10.43
146407,2025-04,Ferrous Metal,0.85,8.96
146407,2025-04,Agriculture,0.81,8.61
146407,2025-04,Real Estate,0.56,5.92
151691,2025-04,Govt-Sec,95.12,69.5
151691,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,4.88,3.57
120242,2025-04,ETF Units,96.07,183.38
120242,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.94,7.51
148592,2025-04,Banks,19.43,120.21
148592,2025-04,Finance,17.13,106.02
148592,2025-04,Internet and Technology,6.14,37.97
148592,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,5.2,31.96
148592,2025-04,Automobiles,4.67,28.92
148592,2025-04,Petroleum Products,4.29,26.55
148592,2025-04,Pharmaceuticals,3.62,22.41
148592,2025-04,Diversified FMCG,3.23,19.98
148592,2025-04,Power,3.18,19.66
148592,2025-04,Electric Equipment,3.12,19.32
148592,2025-04,Construction,2.75,17.01
148592,2025-04,Telecom,2.74,16.97
148592,2025-04,Consumer Durables,2.57,15.87
148592,2025-04,Chemicals,2.27,14.02
148592,2025-04,Transporation,2.0,12.38
148592,2025-04,Govt-Sec,1.75,10.86
148592,2025-04,Cement,1.72,10.59
148592,2025-04,Retailing,1.61,10.0
148592,2025-04,Health Care,1.5,9.29
148592,2025-04,Commercial Services,1.42,8.77
148592,2025-04,Insurance,1.11,6.89
148592,2025-04,Fertilizers,1.09,6.74
148592,2025-04,Ferrous Metal,1.02,6.29
148592,2025-04,Leisure Products,0.91,5.65
148592,2025-04,Aerospace & Defence,0.85,5.27
148592,2025-04,Household Appliances,0.74,4.6
148592,2025-04,Personal Products,0.7,4.35
148592,2025-04,Textiles,0.63,3.87
148592,2025-04,Beverages,0.6,3.72
148592,2025-04,Industrial Products,0.57,3.51
148592,2025-04,Capital Markets,0.51,3.14
148592,2025-04,Non Ferrous Metals,0.5,3.11
148592,2025-04,Oil & Gas,0.43,2.66
153114,2025-04,Internet and Technology,23.36,2.45
153114,2025-04,Retail,10.9,1.15
153114,2025-04,Diversified FMCG,10.03,1.05
153114,2025-04,Aerospace & Defence,8.29,0.87
153114,2025-04,Consumer Durables,6.97,0.73
153114,2025-04,Automobiles,6.41,0.67
153114,2025-04,Personal Products,6.31,0.66
153114,2025-04,Consumer Services,5.15,0.54
153114,2025-04,Industrial Products,4.24,0.45
153114,2025-04,Petroleum Products,3.29,0.34
153114,2025-04,Agriculture,3.16,0.33
153114,2025-04,Capital Markets,2.93,0.31
153114,2025-04,Chemicals,2.75,0.29
153114,2025-04,Textiles,2.62,0.27
153114,2025-04,Leisure Products,2.44,0.26
153114,2025-04,Gas,1.35,0.14
153114,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,-0.2,-0.02
118780,2025-04,Finance,28.08,280.44
118780,2025-04,Govt-Sec,13.96,139.55
118780,2025-04,Others,12.3,122.79
118780,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,8.5,85.25
118780,2025-04,Infrastructure,7.21,72.17
118780,2025-04,Telecom,5.98,59.75
118780,2025-04,Diversified,4.6,45.97
118780,2025-04,Real Estate,4.03,40.28
118780,2025-04,Minerals & Mining,3.92,39.19
118780,2025-04,Diversified Metals & Mining,3.51,35.11
118780,2025-04,Chemicals,2.55,25.53
118780,2025-04,Banks,2.54,25.39
118780,2025-04,Consumer Staples,2.53,25.3
118780,2025-04,Alternative Investment Fund,0.29,2.85
149199,2025-04,Govt-Sec,58.86,5507.93
149199,2025-04,Finance,19.89,1858.34
149199,2025-04,Banks,17.33,1618.64
149199,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.73,254.98
149199,2025-04,Commodity,0.8,74.53
149199,2025-04,Power,0.32,29.36
119066,2025-04,Banks,30.44,2984.7
119066,2025-04,Govt-Sec,17.71,1738.96
119066,2025-04,Internet and Technology,8.89,872.46
119066,2025-04,Finance,6.47,634.34
119066,2025-04,Industrial Products,5.97,585.51
119066,2025-04,Petroleum Products,4.19,411.2
119066,2025-04,Construction,3.71,364.71
119066,2025-04,Automobiles,2.56,251.59
119066,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.32,224.79
119066,2025-04,Commercial Services,2.0,196.63
119066,2025-04,Health Care,1.94,189.82
119066,2025-04,Beverages,1.91,187.67
119066,2025-04,Telecom,1.87,183.32
119066,2025-04,Electric Equipment,1.82,178.72
119066,2025-04,Diversified FMCG,1.69,166.06
119066,2025-04,Consumer Durables,1.63,160.17
119066,2025-04,Transporation,1.13,110.84
119066,2025-04,Pharmaceuticals,1.06,104.34
119066,2025-04,Power,0.89,87.45
119066,2025-04,Infrastructure,0.76,75.03
119066,2025-04,Leisure Products,0.56,54.7
119066,2025-04,Personal Products,0.31,30.25
119066,2025-04,Cigarettes/Tobacco,0.17,16.44
120670,2025-04,Govt-Sec,28.3,1621.73
120670,2025-04,Finance,24.36,1396.55
120670,2025-04,Infrastructure,15.17,870.66
120670,2025-04,Real Estate,8.94,512.88
120670,2025-04,Power,5.19,297.94
120670,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.79,216.82
120670,2025-04,REIT/InvIT,3.11,178.0
120670,2025-04,Diversified Metals & Mining,2.97,170.04
120670,2025-04,Health Care,2.65,151.94
120670,2025-04,Consumer Staples,2.55,146.47
120670,2025-04,Logistics,1.1,63.23
120670,2025-04,Telecom,0.88,50.3
120670,2025-04,Business Services,0.66,37.58
120670,2025-04,Alternative Investment Fund,0.31,17.91
120251,2025-04,Banks,21.05,8915.0601
120251,2025-04,Automobiles,10.67,4516.3501
120251,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,8.62,3654.63
120251,2025-04,Govt-Sec,7.32,3101.22
120251,2025-04,Power,5.59,2364.3
120251,2025-04,Pharmaceuticals,5.31,2250.34
120251,2025-04,Finance,4.34,1836.1
120251,2025-04,Retailing,3.9,1650.29
120251,2025-04,Telecom,3.77,1598.43
120251,2025-04,Petroleum Products,3.56,1504.83
120251,2025-04,Internet and Technology,3.32,1401.2
120251,2025-04,Construction,3.02,1277.7
120251,2025-04,Insurance,2.49,1052.69
120251,2025-04,Oil & Gas,2.48,1048.59
120251,2025-04,REIT/InvIT,2.47,1045.78
120251,2025-04,Others,2.07,874.93
120251,2025-04,Cement,1.59,678.21
120251,2025-04,Transporation,1.13,481.38
120251,2025-04,Leisure Products,0.99,419.42
120251,2025-04,Real Estate,0.74,310.96
120251,2025-04,Industrial Products,0.69,291.06
120251,2025-04,Retail,0.65,274.66
120251,2025-04,Logistics,0.59,250.76
120251,2025-04,Ferrous Metal,0.59,249.39
120251,2025-04,Diversified FMCG,0.55,232.7
120251,2025-04,Non Ferrous Metals,0.49,208.1
120251,2025-04,Health Care,0.39,165.19
120251,2025-04,Diversified Metals & Mining,0.38,160.37
120251,2025-04,Consumer Services,0.35,146.78
120251,2025-04,Electric Equipment,0.34,143.08
120251,2025-04,Commercial Services,0.17,74.73
120251,2025-04,Consumer Durables,0.12,51.84
120251,2025-04,Entertainment,0.11,47.76
120251,2025-04,Fertilizers,0.11,46.09
120251,2025-04,Textiles,0.04,15.11
120251,2025-04,Media & Entertainment,0.01,5.44
120251,2025-04,Derivatives(Index/Stock Futures),0.0,-5.78
152843,2025-04,Pharmaceuticals,75.55,13.58
152843,2025-04,Health Care,24.52,4.42
152843,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,-0.07,-0.01
150353,2025-04,Govt-Sec,59.35,957.56
150353,2025-04,Finance,23.96,386.47
150353,2025-04,Banks,14.26,230.23
150353,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.4,38.68
130722,2025-04,Govt-Sec,38.31,56.15
130722,2025-04,Finance,13.76,20.17
130722,2025-04,Chemicals,8.29,12.15
130722,2025-04,Infrastructure,8.23,12.06
130722,2025-04,Commodity,8.22,12.05
130722,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,7.74,11.33
130722,2025-04,Diversified,6.86,10.06
130722,2025-04,Real Estate,6.85,10.04
130722,2025-04,REIT/InvIT,1.42,2.09
130722,2025-04,Alternative Investment Fund,0.27,0.39
130722,2025-04,Textiles,0.05,0.07
152219,2025-04,Banks,17.77,11.0
152219,2025-04,Automobiles,7.66,4.74
152219,2025-04,Consumer Durables,7.53,4.68
152219,2025-04,Internet and Technology,7.12,4.39
152219,2025-04,Finance,7.04,4.36
152219,2025-04,Electric Equipment,4.41,2.72
152219,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,4.36,2.71
152219,2025-04,Commercial Services,3.68,2.28
152219,2025-04,Telecom,3.6,2.23
152219,2025-04,Diversified FMCG,2.94,1.82
152219,2025-04,Fertilizers,2.89,1.79
152219,2025-04,Petroleum Products,2.8,1.74
152219,2025-04,Construction,2.74,1.7
152219,2025-04,Chemicals,2.59,1.6
152219,2025-04,Retailing,2.51,1.55
152219,2025-04,Cement,2.47,1.53
152219,2025-04,Textiles,2.34,1.45
152219,2025-04,Pharmaceuticals,1.87,1.15
152219,2025-04,Transporation,1.73,1.07
152219,2025-04,Insurance,1.52,0.94
152219,2025-04,Personal Products,1.49,0.92
152219,2025-04,Leisure Products,1.45,0.89
152219,2025-04,Aerospace & Defence,1.44,0.89
152219,2025-04,Ferrous Metal,1.42,0.88
152219,2025-04,Health Care,1.31,0.81
152219,2025-04,Power,1.23,0.76
152219,2025-04,Agriculture,0.73,0.45
152219,2025-04,Non Ferrous Metals,0.73,0.45
152219,2025-04,Industrial Products,0.55,0.34
152219,2025-04,Govt-Sec,0.08,0.05
120700,2025-04,Mutual Fund Units,95.57,2849.7401
120700,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,4.43,132.3
119082,2025-04,Finance,21.25,44.04
119082,2025-04,Govt-Sec,15.22,31.54
119082,2025-04,REIT/InvIT,9.36,19.42
119082,2025-04,Infrastructure,7.76,16.1
119082,2025-04,Others,7.7,15.97
119082,2025-04,Real Estate,7.45,15.45
119082,2025-04,Consumer Staples,7.39,15.33
119082,2025-04,Commodity,7.3,15.13
119082,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,6.23,12.91
119082,2025-04,Diversified,5.21,10.8
119082,2025-04,Logistics,4.82,9.99
119082,2025-04,Alternative Investment Fund,0.31,0.65
152177,2025-04,Consumer Durables,19.16,76.77
152177,2025-04,Capital Markets,12.33,49.41
152177,2025-04,Industrial Products,9.87,39.53
152177,2025-04,Finance,9.26,37.14
152177,2025-04,Electric Equipment,7.11,28.51
152177,2025-04,Pharmaceuticals,6.92,27.72
152177,2025-04,Retailing,4.72,18.89
152177,2025-04,Telecom,3.87,15.52
152177,2025-04,Commercial Services,3.1,12.43
152177,2025-04,Gas,3.04,12.19
152177,2025-04,Power,2.88,11.53
152177,2025-04,Health Care,2.33,9.35
152177,2025-04,Aerospace & Defence,2.08,8.33
152177,2025-04,Diversified Metals & Mining,2.08,8.32
152177,2025-04,Transporation,2.05,8.21
152177,2025-04,Automobiles,1.84,7.37
152177,2025-04,Construction,1.79,7.15
152177,2025-04,Fertilizers,1.74,6.97
152177,2025-04,Leisure Products,1.72,6.89
152177,2025-04,Non Ferrous Metals,0.83,3.31
152177,2025-04,Real Estate,0.62,2.49
152177,2025-04,Chemicals,0.58,2.33
152177,2025-04,Internet and Technology,0.08,0.31
152177,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,0.0,0.07
119053,2025-04,Banks,21.06,844.85
119053,2025-04,Govt-Sec,12.74,511.99
119053,2025-04,Finance,9.85,395.25
119053,2025-04,Petroleum Products,6.16,247.28
119053,2025-04,Telecom,6.11,245.5
119053,2025-04,Automobiles,5.23,209.98
119053,2025-04,Internet and Technology,4.82,193.62
119053,2025-04,Pharmaceuticals,4.51,180.54
119053,2025-04,Construction,4.25,170.69
119053,2025-04,Diversified FMCG,3.17,127.11
119053,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.67,106.58
119053,2025-04,Cement,2.5,100.11
119053,2025-04,Power,2.5,99.86
119053,2025-04,Beverages,2.21,88.56
119053,2025-04,Fertilizers,2.03,81.36
119053,2025-04,Transporation,1.9,76.04
119053,2025-04,Real Estate,1.37,55.04
119053,2025-04,Mutual Fund Units,1.32,53.05
119053,2025-04,Industrial Products,1.26,50.67
119053,2025-04,Insurance,1.06,42.26
119053,2025-04,Retailing,0.9,36.07
119053,2025-04,Personal Products,0.85,34.14
119053,2025-04,Gas,0.81,32.5
119053,2025-04,Logistics,0.72,28.93
152264,2025-04,Finance,10.05,5.1
152264,2025-04,Industrial Products,9.5,4.81
152264,2025-04,Pharmaceuticals,8.45,4.28
152264,2025-04,Capital Markets,7.95,4.03
152264,2025-04,Chemicals,5.25,2.68
152264,2025-04,Consumer Durables,5.12,2.59
152264,2025-04,Health Care,4.6,2.34
152264,2025-04,Internet and Technology,4.46,2.25
152264,2025-04,Automobiles,4.13,2.08
152264,2025-04,Construction,3.5,1.77
152264,2025-04,Banks,3.27,1.63
152264,2025-04,Leisure Products,2.64,1.32
152264,2025-04,Real Estate,2.32,1.17
152264,2025-04,Fertilizers,2.16,1.08
152264,2025-04,Electric Equipment,2.0,1.01
152264,2025-04,Commercial Services,1.99,1.01
152264,2025-04,Power,1.99,1.0
152264,2025-04,Transporation,1.97,1.0
152264,2025-04,Agriculture,1.81,0.92
152264,2025-04,Gas,1.62,0.81
152264,2025-04,Entertainment,1.33,0.66
152264,2025-04,Telecom,1.28,0.63
152264,2025-04,Textiles,1.24,0.62
152264,2025-04,Aerospace & Defence,1.11,0.56
152264,2025-04,Beverages,1.09,0.55
152264,2025-04,Retailing,1.07,0.54
152264,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,0.96,0.48
152264,2025-04,Cement,0.91,0.45
152264,2025-04,Ferrous Metal,0.81,0.41
152264,2025-04,Petroleum Products,0.72,0.37
152264,2025-04,Cigarettes/Tobacco,0.63,0.32
152264,2025-04,Retail,0.62,0.32
152264,2025-04,Household Appliances,0.57,0.29
152264,2025-04,Paper,0.57,0.29
152264,2025-04,Personal Products,0.56,0.29
152264,2025-04,Insurance,0.51,0.26
152264,2025-04,Minerals & Mining,0.43,0.22
152264,2025-04,Non Ferrous Metals,0.4,0.2
152264,2025-04,Diversified,0.28,0.14
152264,2025-04,IT - Hardware,0.13,0.07
135764,2025-04,Govt-Sec,20.18,178.7
135764,2025-04,Banks,17.21,152.32
135764,2025-04,Finance,8.13,71.91
135764,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,6.0,53.17
135764,2025-04,Internet and Technology,5.46,48.36
135764,2025-04,Automobiles,4.9,43.48
135764,2025-04,Pharmaceuticals,4.87,43.18
135764,2025-04,Petroleum Products,4.39,38.92
135764,2025-04,Health Care,3.53,31.31
135764,2025-04,Telecom,3.39,29.99
135764,2025-04,Retailing,2.41,21.35
135764,2025-04,Fertilizers,2.35,20.84
135764,2025-04,Insurance,1.93,17.06
135764,2025-04,Electric Equipment,1.76,15.61
135764,2025-04,Construction,1.73,15.29
135764,2025-04,Real Estate,1.71,15.13
135764,2025-04,Aerospace & Defence,1.39,12.31
135764,2025-04,Power,1.33,11.74
135764,2025-04,Chemicals,1.27,11.32
135764,2025-04,Consumer Durables,1.07,9.48
135764,2025-04,Household Appliances,1.06,9.41
135764,2025-04,REIT/InvIT,1.04,9.23
135764,2025-04,Beverages,0.72,6.34
135764,2025-04,Industrial Products,0.65,5.77
135764,2025-04,Consumer Services,0.54,4.77
135764,2025-04,Non Ferrous Metals,0.42,3.76
135764,2025-04,Oil & Gas,0.4,3.53
135764,2025-04,Cement,0.1,0.84
135764,2025-04,Retail,0.07,0.62
150711,2025-04,Govt-Sec,97.6,1109.94
150711,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.4,27.58
138386,2025-04,Govt-Sec,18.88,39.81
138386,2025-04,Banks,16.0,33.73
138386,2025-04,Overseas Mutual Fund Units,8.38,17.67
138386,2025-04,Internet and Technology,6.27,13.2
138386,2025-04,Consumer Durables,5.57,11.73
138386,2025-04,Petroleum Products,5.26,11.08
138386,2025-04,Telecom,4.38,9.22
138386,2025-04,Finance,4.15,8.75
138386,2025-04,Beverages,3.29,6.95
138386,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.23,6.87
138386,2025-04,Automobiles,3.1,6.53
138386,2025-04,Health Care,2.77,5.83
138386,2025-04,Retailing,2.22,4.68
138386,2025-04,Pharmaceuticals,2.18,4.58
138386,2025-04,Cement,1.93,4.07
138386,2025-04,Transporation,1.73,3.65
138386,2025-04,Construction,1.59,3.35
138386,2025-04,Chemicals,1.38,2.89
138386,2025-04,Insurance,1.37,2.88
138386,2025-04,Household Appliances,1.21,2.56
138386,2025-04,Aerospace & Defence,1.17,2.47
138386,2025-04,Capital Markets,1.1,2.32
138386,2025-04,Retail,1.01,2.12
138386,2025-04,Diversified FMCG,0.97,2.04
138386,2025-04,Commercial Services,0.86,1.81
153219,2025-04,Finance,11.17,1.07
153219,2025-04,Automobiles,8.55,0.82
153219,2025-04,Aerospace & Defence,7.78,0.75
153219,2025-04,Retailing,7.0,0.67
153219,2025-04,Pharmaceuticals,6.32,0.6
153219,2025-04,Insurance,6.31,0.6
153219,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,6.05,0.59
153219,2025-04,Cement,4.13,0.4
153219,2025-04,Transporation,4.09,0.39
153219,2025-04,Ferrous Metal,3.88,0.37
153219,2025-04,Oil & Gas,3.77,0.36
153219,2025-04,Non Ferrous Metals,3.55,0.34
153219,2025-04,Consumer Services,3.48,0.33
153219,2025-04,Agriculture,2.96,0.28
153219,2025-04,Beverages,2.79,0.27
153219,2025-04,Diversified Metals & Mining,2.79,0.27
153219,2025-04,Health Care,2.78,0.27
153219,2025-04,Internet and Technology,2.7,0.26
153219,2025-04,Retail,2.55,0.24
153219,2025-04,Power,2.53,0.24
153219,2025-04,Minerals & Mining,2.42,0.23
153219,2025-04,Petroleum Products,2.4,0.23
149474,2025-04,Govt-Sec,51.04,4681.38
149474,2025-04,Finance,33.88,3109.16
149474,2025-04,Banks,7.23,663.32
149474,2025-04,Power,4.27,390.93
149474,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.58,332.52
120674,2025-04,Banks,20.5,1254.81
120674,2025-04,Govt-Sec,19.96,1221.55
120674,2025-04,Finance,7.46,456.71
120674,2025-04,Internet and Technology,6.07,371.7
120674,2025-04,Automobiles,4.59,280.85
120674,2025-04,Telecom,4.27,261.29
120674,2025-04,Pharmaceuticals,3.99,244.41
120674,2025-04,Diversified FMCG,3.02,184.94
120674,2025-04,Petroleum Products,2.98,182.1
120674,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.74,167.33
120674,2025-04,Transporation,2.69,164.81
120674,2025-04,Oil & Gas,2.28,139.21
120674,2025-04,Textiles,1.94,119.27
120674,2025-04,Diversified Metals & Mining,1.93,118.24
120674,2025-04,Insurance,1.91,116.89
120674,2025-04,Construction,1.77,108.83
120674,2025-04,Power,1.72,105.33
120674,2025-04,Capital Markets,1.35,82.22
120674,2025-04,Personal Products,1.25,76.47
120674,2025-04,Real Estate,0.87,53.02
120674,2025-04,Fertilizers,0.81,49.57
120674,2025-04,Chemicals,0.72,44.0
120674,2025-04,Minerals & Mining,0.71,43.41
120674,2025-04,Paper,0.66,40.63
120674,2025-04,Consumer Durables,0.65,39.59
120674,2025-04,Consumer Services,0.65,39.96
120674,2025-04,Leisure Products,0.62,37.76
120674,2025-04,Entertainment,0.44,26.94
120674,2025-04,Others,0.38,23.11
120674,2025-04,Cement,0.33,20.43
120674,2025-04,Industrial Products,0.28,16.86
120674,2025-04,Retailing,0.24,14.84
120674,2025-04,Health Care,0.17,10.15
120674,2025-04,ETF Units,0.08,5.08
120579,2025-04,Finance,10.32,134.2
120579,2025-04,Cement,8.52,110.73
120579,2025-04,Govt-Sec,8.47,110.25
120579,2025-04,Transporation,7.46,96.91
120579,2025-04,Ferrous Metal,7.45,96.77
120579,2025-04,Automobiles,6.36,82.52
120579,2025-04,Industrial Products,6.08,78.89
120579,2025-04,Telecom,6.06,78.7
120579,2025-04,Internet and Technology,4.53,58.88
120579,2025-04,Capital Markets,4.01,52.12
120579,2025-04,Real Estate,3.99,51.85
120579,2025-04,Retailing,3.84,49.93
120579,2025-04,Chemicals,3.8,49.44
120579,2025-04,Fertilizers,3.32,43.13
120579,2025-04,Aerospace & Defence,3.11,40.39
120579,2025-04,Non Ferrous Metals,2.29,29.82
120579,2025-04,Pharmaceuticals,2.08,27.18
120579,2025-04,Diversified Metals & Mining,1.55,20.12
120579,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.45,18.84
120579,2025-04,Banks,1.34,17.35
120579,2025-04,Agriculture,0.95,12.37
120579,2025-04,Construction,0.74,9.6
120579,2025-04,Textiles,0.63,8.14
120579,2025-04,Electric Equipment,0.57,7.39
120579,2025-04,Entertainment,0.39,5.1
120579,2025-04,Consumer Durables,0.3,3.91
120579,2025-04,Power,0.16,2.13
120579,2025-04,Commercial Services,0.15,1.92
120579,2025-04,Insurance,0.09,1.23
120285,2025-04,Banks,12.43,1.83
120285,2025-04,Industrial Products,11.87,1.75
120285,2025-04,Govt-Sec,10.75,1.58
120285,2025-04,Internet and Technology,7.99,1.18
120285,2025-04,Automobiles,7.11,1.05
120285,2025-04,Pharmaceuticals,6.84,0.99
120285,2025-04,Electric Equipment,4.72,0.69
120285,2025-04,Others,4.69,0.69
120285,2025-04,Consumer Durables,4.33,0.64
120285,2025-04,Construction,3.74,0.55
120285,2025-04,Commercial Services,3.55,0.52
120285,2025-04,Power,3.48,0.51
120285,2025-04,Chemicals,2.76,0.41
120285,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.4,0.36
120285,2025-04,Retail,2.03,0.3
120285,2025-04,Retailing,1.94,0.29
120285,2025-04,Health Care,1.88,0.28
120285,2025-04,Fertilizers,1.82,0.27
120285,2025-04,Textiles,1.74,0.26
120285,2025-04,Cement,1.54,0.23
120285,2025-04,Unspecified,1.31,0.19
120285,2025-04,Finance,1.09,0.16
138528,2025-04,Overseas Mutual Fund Units,98.68,1284.29
138528,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.32,17.13
141877,2025-04,Banks,12.72,263.03
141877,2025-04,Automobiles,11.86,245.34
141877,2025-04,Internet and Technology,9.25,191.41
141877,2025-04,Finance,7.79,161.15
141877,2025-04,Pharmaceuticals,5.98,123.58
141877,2025-04,Insurance,4.36,90.15
141877,2025-04,Consumer Durables,4.18,86.48
141877,2025-04,Retailing,4.1,84.79
141877,2025-04,Cement,4.05,83.94
141877,2025-04,Diversified FMCG,4.03,83.36
141877,2025-04,Power,3.94,81.45
141877,2025-04,Ferrous Metal,3.63,75.05
141877,2025-04,Agriculture,2.34,48.36
141877,2025-04,Petroleum Products,2.13,44.01
141877,2025-04,Telecom,2.1,43.38
141877,2025-04,Retail,2.06,42.65
141877,2025-04,Aerospace & Defence,2.04,42.15
141877,2025-04,Health Care,2.04,42.28
141877,2025-04,Transporation,2.0,41.43
141877,2025-04,Oil & Gas,1.96,40.63
141877,2025-04,Minerals & Mining,1.93,39.94
141877,2025-04,Consumer Services,1.88,38.95
141877,2025-04,Construction,1.87,38.77
141877,2025-04,Non Ferrous Metals,1.75,36.27
141877,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,0.01,-0.09
152958,2025-04,Finance,91.97,349.86
152958,2025-04,Banks,4.44,16.89
152958,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.59,13.63
149298,2025-04,Overseas Mutual Fund Units,97.47,42.73
149298,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.53,1.11
152243,2025-04,Capital Markets,23.71,52.54
152243,2025-04,Internet and Technology,13.74,30.41
152243,2025-04,Finance,8.84,19.61
152243,2025-04,Pharmaceuticals,7.32,16.23
152243,2025-04,Industrial Products,5.14,11.42
152243,2025-04,Gas,4.49,9.95
152243,2025-04,Electric Equipment,4.22,9.33
152243,2025-04,Health Care,3.4,7.54
152243,2025-04,Petroleum Products,3.31,7.33
152243,2025-04,Personal Products,2.93,6.49
152243,2025-04,Consumer Durables,2.79,6.19
152243,2025-04,Agriculture,2.63,5.83
152243,2025-04,Leisure Products,2.52,5.59
152243,2025-04,Construction,2.42,5.37
152243,2025-04,Automobiles,2.07,4.59
152243,2025-04,Retailing,1.9,4.2
152243,2025-04,Commercial Services,1.69,3.75
152243,2025-04,Household Appliances,1.68,3.72
152243,2025-04,Fertilizers,1.6,3.54
152243,2025-04,Chemicals,1.31,2.91
152243,2025-04,Retail,1.15,2.56
152243,2025-04,Transporation,1.13,2.5
152243,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,0.01,0.02
119081,2025-04,Finance,36.46,1400.44
119081,2025-04,Govt-Sec,27.54,1057.76
119081,2025-04,Infrastructure,7.25,278.45
119081,2025-04,Commodity,5.18,199.12
119081,2025-04,Power,4.62,177.72
149669,2025-04,Leisure Products,4.69,124.82
149669,2025-04,Pharmaceuticals,4.41,117.43
149669,2025-04,Construction,3.91,103.87
149669,2025-04,Cement,3.39,90.27
